Namespace,Pod Name,Container Name,SP HttpGet,SP FailureThreshold,SP InitialDelaySeconds,SP PeriodSeconds,SP SuccessThreshold,SP TimeoutSeconds,LP HttpGet,LP FailureThreshold,LP InitialDelaySeconds,LP PeriodSeconds,LP SuccessThreshold,LP TimeoutSeconds,RP HttpGet,RP FailureThreshold,RP InitialDelaySeconds,RP PeriodSeconds,RP SuccessThreshold,RP TimeoutSeconds
benefits-services-pat,bip-vetservices-award-decisions-pat-7bf5bb4954-zskcl,bip-vetservices-award-decisions, , , , , , ,/app-health/bip-vetservices-award-decisions/livez,5,120,5,1,3,/app-health/bip-vetservices-award-decisions/readyz,5,120,5,1,3
benefits-services-pat,bip-vetservices-award-decisions-pat-7bf5bb4954-zskcl,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-pat,bip-vetservices-award-decisions-pat-7bf5bb4954-zskcl,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-pat,bip-vetservices-awards-pat-d6bcdb68-xt7vg,bip-vetservices-awards, , , , , , ,/app-health/bip-vetservices-awards/livez,5,120,5,1,3,/app-health/bip-vetservices-awards/readyz,5,120,5,1,3
benefits-services-pat,bip-vetservices-awards-pat-d6bcdb68-xt7vg,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-pat,bip-vetservices-awards-pat-d6bcdb68-xt7vg,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-pat,bip-vetservices-military-history-pat-b78f5b4d8-swv62,bip-vetservices-military-history, , , , , , ,/app-health/bip-vetservices-military-history/livez,5,80,5,1,3,/app-health/bip-vetservices-military-history/readyz,5,80,5,1,3
benefits-services-pat,bip-vetservices-military-history-pat-b78f5b4d8-swv62,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-pat,bip-vetservices-military-history-pat-b78f5b4d8-swv62,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-pat,bip-vetservices-mpi-pat-5bd78f8b9b-h8tsw,bip-vetservices-mpi, , , , , , ,/app-health/bip-vetservices-mpi/livez,6,60,5,1,1,/app-health/bip-vetservices-mpi/readyz,6,60,5,1,1
benefits-services-pat,bip-vetservices-mpi-pat-5bd78f8b9b-h8tsw,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-pat,bip-vetservices-mpi-pat-5bd78f8b9b-h8tsw,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-pat,bip-vetservices-organization-pat-779cd57b57-4v7q4,bip-vetservices-organization, , , , , , ,/app-health/bip-vetservices-organization/livez,6,45,5,1,1,/app-health/bip-vetservices-organization/readyz,6,45,5,1,1
benefits-services-pat,bip-vetservices-organization-pat-779cd57b57-4v7q4,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-pat,bip-vetservices-organization-pat-779cd57b57-4v7q4,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-pat,bip-vetservices-payment-history-pat-75c474c656-gc4b2,bip-vetservices-payment-history, , , , , , ,/app-health/bip-vetservices-payment-history/livez,6,180,5,1,1,/app-health/bip-vetservices-payment-history/readyz,6,180,5,1,1
benefits-services-pat,bip-vetservices-payment-history-pat-75c474c656-gc4b2,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-pat,bip-vetservices-payment-history-pat-75c474c656-gc4b2,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-pat,bip-vetservices-person-pat-5b8466b4f4-fmqvl,bip-vetservices-person, , , , , , ,/app-health/bip-vetservices-person/livez,6,70,5,1,1,/app-health/bip-vetservices-person/readyz,6,70,5,1,1
benefits-services-pat,bip-vetservices-person-pat-5b8466b4f4-fmqvl,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-pat,bip-vetservices-person-pat-5b8466b4f4-fmqvl,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-pat,bip-vetservices-pies-pat-78b5dcd89c-wdphq,bip-vetservices-pies, , , , , , ,/app-health/bip-vetservices-pies/livez,6,80,5,1,1,/app-health/bip-vetservices-pies/readyz,6,80,5,1,1
benefits-services-pat,bip-vetservices-pies-pat-78b5dcd89c-wdphq,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-pat,bip-vetservices-pies-pat-78b5dcd89c-wdphq,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-pat,bip-vetservices-ratings-pat-6d5779b47d-jb9qb,bip-vetservices-ratings, , , , , , ,/app-health/bip-vetservices-ratings/livez,5,120,5,1,3,/app-health/bip-vetservices-ratings/readyz,5,120,5,1,3
benefits-services-pat,bip-vetservices-ratings-pat-6d5779b47d-jb9qb,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-pat,bip-vetservices-ratings-pat-6d5779b47d-jb9qb,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-pat,bip-vetservices-standard-data-pat-bf86bc6c4-pmfv2,bip-vetservices-standard-data, , , , , , ,/app-health/bip-vetservices-standard-data/livez,6,180,10,1,1,/app-health/bip-vetservices-standard-data/readyz,6,180,10,1,1
benefits-services-pat,bip-vetservices-standard-data-pat-bf86bc6c4-pmfv2,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-pat,bip-vetservices-standard-data-pat-bf86bc6c4-pmfv2,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-pat,bip-vetservices-vnp-pat-54dd9cd94b-j48bq,bip-vetservices-vnp, , , , , , ,/app-health/bip-vetservices-vnp/livez,6,45,5,1,1,/app-health/bip-vetservices-vnp/readyz,6,45,5,1,1
benefits-services-pat,bip-vetservices-vnp-pat-54dd9cd94b-j48bq,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-pat,bip-vetservices-vnp-pat-54dd9cd94b-j48bq,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-pat,bip-vetservices-vre-pat-69468686df-xbnph,bip-vetservices-vre, , , , , , ,/app-health/bip-vetservices-vre/livez,6,70,5,1,1,/app-health/bip-vetservices-vre/readyz,6,70,5,1,1
benefits-services-pat,bip-vetservices-vre-pat-69468686df-xbnph,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-pat,bip-vetservices-vre-pat-69468686df-xbnph,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-pdt,bip-vetservices-awards-pdt-7b55f6f8fd-wmpfv,bip-vetservices-awards, , , , , , ,/app-health/bip-vetservices-awards/livez,5,120,5,1,3,/app-health/bip-vetservices-awards/readyz,5,120,5,1,3
benefits-services-pdt,bip-vetservices-awards-pdt-7b55f6f8fd-wmpfv,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-pdt,bip-vetservices-awards-pdt-7b55f6f8fd-wmpfv,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-pdt,bip-vetservices-mpi-pdt-5995545cff-xkxb4,bip-vetservices-mpi, , , , , , ,/app-health/bip-vetservices-mpi/livez,6,60,5,1,1,/app-health/bip-vetservices-mpi/readyz,6,60,5,1,1
benefits-services-pdt,bip-vetservices-mpi-pdt-5995545cff-xkxb4,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-pdt,bip-vetservices-mpi-pdt-5995545cff-xkxb4,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-pdt,bip-vetservices-organization-pdt-794765df86-86wwx,bip-vetservices-organization, , , , , , ,/app-health/bip-vetservices-organization/livez,6,45,5,1,1,/app-health/bip-vetservices-organization/readyz,6,45,5,1,1
benefits-services-pdt,bip-vetservices-organization-pdt-794765df86-86wwx,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-pdt,bip-vetservices-organization-pdt-794765df86-86wwx,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-pdt,bip-vetservices-payment-history-pdt-7cd67bfcb5-tc4lj,bip-vetservices-payment-history, , , , , , ,/app-health/bip-vetservices-payment-history/livez,6,180,5,1,1,/app-health/bip-vetservices-payment-history/readyz,6,180,5,1,1
benefits-services-pdt,bip-vetservices-payment-history-pdt-7cd67bfcb5-tc4lj,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-pdt,bip-vetservices-payment-history-pdt-7cd67bfcb5-tc4lj,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-pdt,bip-vetservices-person-pdt-56699444b9-vntkj,bip-vetservices-person, , , , , , ,/app-health/bip-vetservices-person/livez,6,70,5,1,1,/app-health/bip-vetservices-person/readyz,6,70,5,1,1
benefits-services-pdt,bip-vetservices-person-pdt-56699444b9-vntkj,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-pdt,bip-vetservices-person-pdt-56699444b9-vntkj,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-pdt,bip-vetservices-pies-pdt-c8b59cdf5-66rn4,bip-vetservices-pies, , , , , , ,/app-health/bip-vetservices-pies/livez,6,80,5,1,1,/app-health/bip-vetservices-pies/readyz,6,80,5,1,1
benefits-services-pdt,bip-vetservices-pies-pdt-c8b59cdf5-66rn4,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-pdt,bip-vetservices-pies-pdt-c8b59cdf5-66rn4,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-pdt,bip-vetservices-ratings-pdt-658b88d5b6-hq86r,bip-vetservices-ratings, , , , , , ,/app-health/bip-vetservices-ratings/livez,5,120,5,1,3,/app-health/bip-vetservices-ratings/readyz,5,120,5,1,3
benefits-services-pdt,bip-vetservices-ratings-pdt-658b88d5b6-hq86r,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-pdt,bip-vetservices-ratings-pdt-658b88d5b6-hq86r,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-pdt,bip-vetservices-standard-data-pdt-bbf7d6c97-w9jn6,bip-vetservices-standard-data, , , , , , ,/app-health/bip-vetservices-standard-data/livez,6,180,10,1,1,/app-health/bip-vetservices-standard-data/readyz,6,180,10,1,1
benefits-services-pdt,bip-vetservices-standard-data-pdt-bbf7d6c97-w9jn6,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-pdt,bip-vetservices-standard-data-pdt-bbf7d6c97-w9jn6,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-pdt,bip-vetservices-vnp-pdt-76b74bf55d-pg874,bip-vetservices-vnp, , , , , , ,/app-health/bip-vetservices-vnp/livez,6,45,5,1,1,/app-health/bip-vetservices-vnp/readyz,6,45,5,1,1
benefits-services-pdt,bip-vetservices-vnp-pdt-76b74bf55d-pg874,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-pdt,bip-vetservices-vnp-pdt-76b74bf55d-pg874,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-pdt,bip-vetservices-vre-pdt-65d675d778-tnpbf,bip-vetservices-vre, , , , , , ,/app-health/bip-vetservices-vre/livez,6,70,5,1,1,/app-health/bip-vetservices-vre/readyz,6,70,5,1,1
benefits-services-pdt,bip-vetservices-vre-pdt-65d675d778-tnpbf,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-pdt,bip-vetservices-vre-pdt-65d675d778-tnpbf,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-tools,stage-benefits-services-jenkins-798665dbfc-gpgqh,stage-benefits-services-jenkins, , , , , , ,/login,10,90,10,1,5,/login,3,60,10,1,5
benefits-services-tools,tiller-deploy-767bd5dccb-xrvnh,tiller, , , , , , ,/liveness,3,1,10,1,1,/readiness,3,1,10,1,1
benefits-services-uat,bip-vetservices-award-decisions-uat-6667799f88-zcnzm,bip-vetservices-award-decisions, , , , , , ,/app-health/bip-vetservices-award-decisions/livez,5,120,5,1,3,/app-health/bip-vetservices-award-decisions/readyz,5,120,5,1,3
benefits-services-uat,bip-vetservices-award-decisions-uat-6667799f88-zcnzm,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-uat,bip-vetservices-award-decisions-uat-6667799f88-zcnzm,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-uat,bip-vetservices-awards-uat-74599999d6-jp5cv,bip-vetservices-awards, , , , , , ,/app-health/bip-vetservices-awards/livez,5,120,5,1,3,/app-health/bip-vetservices-awards/readyz,5,120,5,1,3
benefits-services-uat,bip-vetservices-awards-uat-74599999d6-jp5cv,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-uat,bip-vetservices-awards-uat-74599999d6-jp5cv,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-uat,bip-vetservices-awards-uat-74599999d6-n5nzr,bip-vetservices-awards, , , , , , ,/app-health/bip-vetservices-awards/livez,5,120,5,1,3,/app-health/bip-vetservices-awards/readyz,5,120,5,1,3
benefits-services-uat,bip-vetservices-awards-uat-74599999d6-n5nzr,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-uat,bip-vetservices-awards-uat-74599999d6-n5nzr,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-uat,bip-vetservices-military-history-uat-7585c6ccdd-s8kxd,bip-vetservices-military-history, , , , , , ,/app-health/bip-vetservices-military-history/livez,5,80,5,1,3,/app-health/bip-vetservices-military-history/readyz,5,80,5,1,3
benefits-services-uat,bip-vetservices-military-history-uat-7585c6ccdd-s8kxd,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-uat,bip-vetservices-military-history-uat-7585c6ccdd-s8kxd,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-uat,bip-vetservices-mpi-uat-55d79b468-r5gvb,bip-vetservices-mpi, , , , , , ,/app-health/bip-vetservices-mpi/livez,6,60,5,1,1,/app-health/bip-vetservices-mpi/readyz,6,60,5,1,1
benefits-services-uat,bip-vetservices-mpi-uat-55d79b468-r5gvb,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-uat,bip-vetservices-mpi-uat-55d79b468-r5gvb,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-uat,bip-vetservices-organization-uat-68f74477dd-zx2sl,bip-vetservices-organization, , , , , , ,/app-health/bip-vetservices-organization/livez,6,45,5,1,1,/app-health/bip-vetservices-organization/readyz,6,45,5,1,1
benefits-services-uat,bip-vetservices-organization-uat-68f74477dd-zx2sl,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-uat,bip-vetservices-organization-uat-68f74477dd-zx2sl,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-uat,bip-vetservices-payment-history-uat-6dcd4854df-hwffw,bip-vetservices-payment-history, , , , , , ,/app-health/bip-vetservices-payment-history/livez,6,180,5,1,1,/app-health/bip-vetservices-payment-history/readyz,6,180,5,1,1
benefits-services-uat,bip-vetservices-payment-history-uat-6dcd4854df-hwffw,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-uat,bip-vetservices-payment-history-uat-6dcd4854df-hwffw,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-uat,bip-vetservices-person-uat-794f74f5f8-9w7g9,bip-vetservices-person, , , , , , ,/app-health/bip-vetservices-person/livez,6,70,5,1,1,/app-health/bip-vetservices-person/readyz,6,70,5,1,1
benefits-services-uat,bip-vetservices-person-uat-794f74f5f8-9w7g9,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-uat,bip-vetservices-person-uat-794f74f5f8-9w7g9,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-uat,bip-vetservices-pies-uat-65546d5b77-6rs9r,bip-vetservices-pies, , , , , , ,/app-health/bip-vetservices-pies/livez,6,80,5,1,1,/app-health/bip-vetservices-pies/readyz,6,80,5,1,1
benefits-services-uat,bip-vetservices-pies-uat-65546d5b77-6rs9r,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-uat,bip-vetservices-pies-uat-65546d5b77-6rs9r,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-uat,bip-vetservices-ratings-uat-676f967d47-rbhh5,bip-vetservices-ratings, , , , , , ,/app-health/bip-vetservices-ratings/livez,5,120,5,1,3,/app-health/bip-vetservices-ratings/readyz,5,120,5,1,3
benefits-services-uat,bip-vetservices-ratings-uat-676f967d47-rbhh5,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-uat,bip-vetservices-ratings-uat-676f967d47-rbhh5,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-uat,bip-vetservices-ratings-uat-676f967d47-vbckl,bip-vetservices-ratings, , , , , , ,/app-health/bip-vetservices-ratings/livez,5,120,5,1,3,/app-health/bip-vetservices-ratings/readyz,5,120,5,1,3
benefits-services-uat,bip-vetservices-ratings-uat-676f967d47-vbckl,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-uat,bip-vetservices-ratings-uat-676f967d47-vbckl,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-uat,bip-vetservices-security-uat-d956448cc-77rs7,bip-vetservices-security, , , , , , ,/app-health/bip-vetservices-security/livez,5,60,5,1,3,/app-health/bip-vetservices-security/readyz,5,60,5,1,3
benefits-services-uat,bip-vetservices-security-uat-d956448cc-77rs7,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-uat,bip-vetservices-security-uat-d956448cc-77rs7,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-uat,bip-vetservices-standard-data-uat-686867f66b-26rlb,bip-vetservices-standard-data, , , , , , ,/app-health/bip-vetservices-standard-data/livez,6,180,10,1,1,/app-health/bip-vetservices-standard-data/readyz,6,180,10,1,1
benefits-services-uat,bip-vetservices-standard-data-uat-686867f66b-26rlb,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-uat,bip-vetservices-standard-data-uat-686867f66b-26rlb,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-uat,bip-vetservices-vnp-uat-5cd79c4f7d-2ww6l,bip-vetservices-vnp, , , , , , ,/app-health/bip-vetservices-vnp/livez,6,45,5,1,1,/app-health/bip-vetservices-vnp/readyz,6,45,5,1,1
benefits-services-uat,bip-vetservices-vnp-uat-5cd79c4f7d-2ww6l,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-uat,bip-vetservices-vnp-uat-5cd79c4f7d-2ww6l,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
benefits-services-uat,bip-vetservices-vre-uat-7595b5c5c6-zsxcm,bip-vetservices-vre, , , , , , ,/app-health/bip-vetservices-vre/livez,6,70,5,1,1,/app-health/bip-vetservices-vre/readyz,6,70,5,1,1
benefits-services-uat,bip-vetservices-vre-uat-7595b5c5c6-zsxcm,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
benefits-services-uat,bip-vetservices-vre-uat-7595b5c5c6-zsxcm,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
bffs-demo,bip-bffs-demo-c7fd8d8d-6bdqt,bip-bffs, , , , , , ,/app-health/bip-bffs/livez,10,130,15,1,5,/app-health/bip-bffs/readyz,3,130,15,1,5
bffs-demo,bip-bffs-demo-c7fd8d8d-6bdqt,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
bffs-demo,bip-bffs-demo-c7fd8d8d-6bdqt,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
bffs-demo,bip-bffs-demo-c7fd8d8d-rdwx9,bip-bffs, , , , , , ,/app-health/bip-bffs/livez,10,130,15,1,5,/app-health/bip-bffs/readyz,3,130,15,1,5
bffs-demo,bip-bffs-demo-c7fd8d8d-rdwx9,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
bffs-demo,bip-bffs-demo-c7fd8d8d-rdwx9,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
bffs-ivv,bip-bffs-ivv-856cbb7ccc-gt4h2,bip-bffs, , , , , , ,/app-health/bip-bffs/livez,10,130,15,1,5,/app-health/bip-bffs/readyz,3,130,15,1,5
bffs-ivv,bip-bffs-ivv-856cbb7ccc-gt4h2,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
bffs-ivv,bip-bffs-ivv-856cbb7ccc-gt4h2,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
bffs-ivv,tiller-deploy-d959d54c6-26f6l,tiller, , , , , , ,/liveness,3,1,10,1,1,/readiness,3,1,10,1,1
bffs-pat,bip-bffs-pat-77dd656f84-h7fw9,bip-bffs, , , , , , ,/app-health/bip-bffs/livez,10,130,15,1,5,/app-health/bip-bffs/readyz,3,130,15,1,5
